Player,Nation,Pos,is_gk,is_df,is_mf,is_fw,Season,Squad,Age,Starts,Min,90s,xG.1,xAG.1,xG+xAG,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
Youri Tielemans,BEL,MF,0,0,1,0,2019-2020,Leicester City,22,32,2828,31.4,0.09,0.14,0.23,69.33,0.86,10.19,37.68,21.97,1.66,69.33,1.53,0.92,1.92,0.61,1.26,41.78,159.2,80.16,1.46,1.4,0.38,1.5,0.86,51.43,3.92
Kieran Tierney,SCO,"DF,MF",0,1,1,0,2019-2020,Arsenal,22,12,989,11.0,0.02,0.09,0.11,61.45,3.64,20.64,23.73,17.82,1.27,61.45,1.36,1.09,7.27,0.27,1.82,32.27,157.09,73.91,2.36,1.09,0.73,1.0,0.45,35.45,6.09
James Tomkins,ENG,DF,0,1,0,0,2019-2020,Crystal Palace,30,18,1582,17.6,0.06,0.01,0.07,50.17,7.39,31.99,16.88,1.82,1.19,50.17,0.11,0.06,2.84,0.06,2.84,20.11,94.89,54.55,0.06,0.11,0.0,0.28,0.06,26.36,0.23
Fikayo Tomori,ENG,DF,0,1,0,0,2019-2020,Chelsea,21,15,1291,14.3,0.03,0.01,0.04,92.45,8.32,47.34,41.75,3.85,0.7,92.45,0.84,0.63,5.24,0.21,1.75,63.71,309.58,155.94,0.98,1.05,0.0,0.77,0.28,67.97,0.28
Lucas Torreira,URU,MF,0,0,1,0,2019-2020,Arsenal,23,17,1512,16.8,0.08,0.05,0.13,65.12,3.27,17.02,37.44,11.19,1.49,65.12,1.37,1.01,4.4,0.36,1.55,36.01,180.0,76.19,0.77,0.83,0.18,1.07,0.54,42.8,1.19
Cenk Tosun,TUR,FW,0,0,0,1,2019-2020,Crystal Palace,28,2,177,2.0,0.27,0.29,0.55,33.0,1.0,5.0,15.0,13.5,3.5,33.0,3.0,3.0,50.0,0.0,0.0,20.5,128.5,50.0,2.5,0.5,1.5,1.5,2.5,27.0,5.5
Cenk Tosun,TUR,FW,0,0,0,1,2019-2020,Everton,28,2,291,3.2,0.29,0.05,0.35,28.12,0.31,0.94,7.5,19.69,8.44,28.12,0.31,0.31,31.25,0.0,0.0,17.81,64.06,18.75,0.62,0.62,0.0,2.5,0.94,22.19,8.44
Andros Townsend,ENG,"FW,MF",0,0,1,1,2019-2020,Crystal Palace,28,14,1294,14.4,0.03,0.13,0.16,44.58,1.11,7.64,18.33,20.0,1.18,44.58,3.68,2.64,4.98,1.04,1.97,28.12,223.68,97.57,3.89,3.19,0.62,2.22,2.43,28.26,5.35
Adama Traoré,ESP,"FW,DF",0,1,0,1,2019-2020,Wolves,23,27,2605,28.9,0.13,0.23,0.36,46.19,0.8,4.6,19.1,24.01,3.67,46.19,8.51,6.33,2.57,2.18,0.89,32.73,352.28,194.84,8.72,3.84,2.46,3.04,2.25,34.98,8.51
Mark Travers,IRL,GK,1,0,0,0,2019-2020,Bournemouth,20,1,90,1.0,0.0,0.0,0.0,32.0,28.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,,0.0,,22.0,89.0,55.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
Trézéguet,EGY,"FW,MF",0,0,1,1,2019-2020,Aston Villa,24,20,1950,21.7,0.22,0.05,0.27,35.12,0.97,5.9,12.3,17.7,3.41,35.12,2.95,1.38,2.16,1.57,2.45,21.98,150.23,79.86,2.72,2.12,0.83,3.27,0.92,22.81,7.83
Leandro Trossard,BEL,"FW,MF",0,0,1,1,2019-2020,Brighton,24,22,2011,22.3,0.23,0.18,0.4,46.01,0.67,4.84,17.58,24.35,4.22,46.01,2.38,1.3,2.45,1.08,2.03,30.94,198.07,91.66,3.05,1.75,1.17,2.29,1.48,33.77,10.22
Tom Trybull,GER,MF,0,0,1,0,2019-2020,Norwich City,26,14,1130,12.6,0.04,0.01,0.05,61.59,4.37,18.33,38.73,5.16,0.71,61.59,0.56,0.48,6.8,0.08,1.13,37.38,146.11,54.92,0.24,0.71,0.0,1.27,0.56,38.41,0.16
Axel Tuanzebe,COD,DF,0,1,0,0,2019-2020,Manchester Utd,21,2,189,2.1,0.0,0.0,0.0,83.81,3.81,24.29,48.57,11.43,0.0,83.81,1.43,0.0,0.0,1.43,47.62,41.9,255.24,131.9,0.48,1.43,0.0,0.48,0.95,54.29,0.95
Yan Valery,TUN,DF,0,1,0,0,2019-2020,Southampton,20,10,779,8.7,0.03,0.12,0.15,52.07,3.22,15.17,22.53,15.06,1.26,52.07,3.1,1.61,5.97,1.49,5.53,19.89,134.37,61.95,2.3,1.26,0.92,1.61,2.18,19.77,3.56
Jesús Vallejo,ESP,DF,0,1,0,0,2019-2020,Wolves,22,1,163,1.8,0.0,0.0,0.0,77.22,10.0,38.89,34.44,3.89,0.0,77.22,0.56,0.56,55.56,0.0,0.0,41.11,150.56,86.67,0.0,1.11,0.0,1.11,0.56,51.67,0.0
Virgil van Dijk,NED,DF,0,1,0,0,2019-2020,Liverpool,28,38,3420,38.0,0.08,0.04,0.11,94.42,8.29,35.92,55.95,2.68,1.29,94.42,0.11,0.08,1.97,0.03,0.66,65.37,246.45,120.89,0.55,0.5,0.08,0.05,0.05,67.89,0.37
Jamie Vardy,ENG,FW,0,0,0,1,2019-2020,Leicester City,32,34,3033,33.7,0.57,0.18,0.75,21.96,0.83,1.16,8.37,12.58,4.99,21.81,1.39,0.68,1.45,0.71,1.52,11.57,69.97,35.55,1.81,0.62,1.13,1.51,0.47,14.45,5.93
Indiana Vassilev,USA,"FW,MF",0,0,1,1,2019-2020,Aston Villa,18,0,51,0.6,0.06,0.0,0.06,25.0,0.0,0.0,6.67,18.33,5.0,25.0,1.67,1.67,166.67,0.0,0.0,20.0,115.0,20.0,0.0,0.0,0.0,1.67,3.33,20.0,6.67
Jan Vertonghen,BEL,DF,0,1,0,0,2019-2020,Tottenham,32,19,1645,18.3,0.02,0.05,0.07,75.52,8.09,33.22,38.58,3.93,0.33,75.52,0.44,0.27,3.42,0.16,2.05,46.78,209.67,117.6,0.71,0.44,0.11,0.49,0.38,46.72,0.71
Jannik Vestergaard,DEN,DF,0,1,0,0,2019-2020,Southampton,26,17,1497,16.6,0.08,0.03,0.11,63.61,6.57,27.47,33.61,2.77,1.08,63.61,0.3,0.18,3.61,0.12,2.41,29.16,162.05,90.3,0.72,0.36,0.06,0.66,0.06,34.7,0.06
Rúben Vinagre,POR,"MF,DF",0,1,1,0,2019-2020,Wolves,20,6,652,7.2,0.04,0.08,0.12,64.31,2.08,18.19,28.06,18.47,1.94,64.31,6.11,2.78,6.32,3.33,7.57,32.22,257.78,148.19,5.0,2.22,1.11,1.39,1.94,35.69,4.44
Jake Vokins,ENG,DF,0,1,0,0,2019-2020,Southampton,19,1,90,1.0,0.02,0.08,0.1,80.0,1.0,9.0,34.0,37.0,1.0,80.0,1.0,0.0,0.0,1.0,100.0,42.0,236.0,136.0,4.0,4.0,0.0,2.0,1.0,59.0,11.0
Mario Vrančić,BIH,MF,0,0,1,0,2019-2020,Norwich City,30,6,636,7.1,0.21,0.13,0.34,77.61,1.55,17.75,45.21,15.07,1.27,77.61,1.13,0.7,8.8,0.42,5.28,47.18,250.56,148.17,2.39,0.99,0.28,1.27,1.41,53.38,1.97
Matěj Vydra,CZE,FW,0,0,0,1,2019-2020,Burnley,27,7,819,9.1,0.41,0.11,0.52,25.38,0.99,1.98,9.12,14.4,4.18,25.38,1.98,0.66,3.66,1.32,7.33,13.85,72.97,33.41,1.43,0.88,0.88,2.09,0.77,18.24,5.71
Theo Walcott,ENG,"MF,FW",0,0,1,1,2019-2020,Everton,30,17,1287,14.3,0.22,0.26,0.48,39.16,0.35,5.24,13.99,20.35,4.97,39.16,2.24,1.19,3.71,1.05,3.28,23.92,119.37,63.29,2.38,1.61,0.77,2.66,1.54,27.06,8.88
Kyle Walker,ENG,DF,0,1,0,0,2019-2020,Manchester City,29,28,2392,26.6,0.05,0.06,0.1,89.17,2.22,16.32,52.07,21.62,1.24,89.17,1.17,0.86,2.79,0.3,0.97,59.29,336.99,179.32,4.02,3.46,0.45,0.83,0.56,64.7,4.55
Kyle Walker-Peters,ENG,DF,0,1,0,0,2019-2020,Southampton,22,7,703,7.8,0.01,0.08,0.1,67.95,3.72,18.59,33.33,16.67,1.28,67.95,2.44,2.18,11.47,0.26,1.35,35.64,251.41,141.79,3.33,2.56,0.77,1.15,0.77,36.15,3.21
Kyle Walker-Peters,ENG,DF,0,1,0,0,2019-2020,Tottenham,22,3,241,2.7,0.01,0.03,0.04,88.89,4.44,23.33,41.11,26.67,1.85,88.89,2.59,1.85,26.44,0.74,10.59,58.15,271.48,155.93,3.33,2.96,0.74,1.11,1.11,62.59,7.41
Aaron Wan-Bissaka,ENG,DF,0,1,0,0,2019-2020,Manchester Utd,21,34,3070,34.1,0.02,0.09,0.11,75.4,2.96,21.61,32.64,21.85,1.2,75.4,2.4,1.58,1.93,0.82,1.0,36.51,189.06,103.67,2.93,1.96,0.62,1.0,1.29,42.99,5.13
Victor Wanyama,KEN,MF,0,0,1,0,2019-2020,Tottenham,28,0,25,0.3,0.0,0.0,0.0,66.67,0.0,6.67,53.33,10.0,0.0,66.67,3.33,3.33,333.33,0.0,0.0,36.67,320.0,200.0,0.0,3.33,0.0,0.0,0.0,36.67,0.0
Joel Ward,ENG,DF,0,1,0,0,2019-2020,Crystal Palace,29,27,2382,26.5,0.01,0.01,0.02,59.02,4.42,20.45,26.68,12.0,0.38,59.02,0.57,0.3,2.01,0.26,1.76,22.3,105.7,57.02,0.83,0.75,0.0,0.75,0.45,28.38,2.04
James Ward-Prowse,ENG,"MF,DF",0,1,1,0,2019-2020,Southampton,24,38,3420,38.0,0.19,0.18,0.37,63.5,3.11,11.61,33.34,18.97,1.11,63.45,0.55,0.37,1.76,0.18,0.88,23.58,91.68,35.68,0.45,0.95,0.08,0.74,0.55,30.66,2.16
Kelland Watts,ENG,DF,0,1,0,0,2019-2020,Newcastle Utd,19,0,17,0.2,0.0,0.0,0.0,20.0,5.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,,0.0,,15.0,70.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
Adam Webster,ENG,DF,0,1,0,0,2019-2020,Brighton,24,31,2668,29.6,0.05,0.04,0.09,75.1,9.59,39.39,32.87,3.28,0.98,75.1,0.61,0.47,2.63,0.14,0.75,42.7,266.66,169.36,0.98,0.78,0.1,0.64,0.17,48.78,0.14
Danny Welbeck,ENG,"FW,MF",0,0,1,1,2019-2020,Watford,28,8,822,9.1,0.43,0.02,0.44,29.56,0.66,4.07,11.21,15.05,4.4,29.56,2.2,0.99,4.95,1.1,5.49,18.46,116.7,40.55,1.43,0.77,0.77,2.31,2.2,20.88,7.25
Ashley Westwood,ENG,MF,0,0,1,0,2019-2020,Burnley,29,35,3150,35.0,0.03,0.18,0.21,61.14,1.74,8.49,39.09,13.97,0.63,61.11,0.57,0.23,1.14,0.34,1.71,28.46,107.6,46.51,0.63,0.6,0.0,0.8,0.31,36.51,0.94
Connor Wickham,ENG,"FW,MF",0,0,1,1,2019-2020,Crystal Palace,26,0,96,1.1,1.28,0.52,1.8,59.09,0.0,4.55,26.36,28.18,6.36,59.09,3.64,1.82,45.45,1.82,45.45,23.64,105.45,36.36,2.73,0.91,1.82,3.64,1.82,42.73,9.09
Georginio Wijnaldum,NED,MF,0,0,1,0,2019-2020,Liverpool,28,35,2935,32.6,0.08,0.02,0.1,59.72,1.26,8.19,35.83,16.26,2.27,59.72,2.27,1.26,1.7,1.01,1.37,43.25,202.73,93.4,2.27,2.06,0.15,1.32,0.92,44.14,3.04
Jetro Willems,NED,DF,0,1,0,0,2019-2020,Newcastle Utd,25,18,1493,16.6,0.03,0.06,0.09,46.02,3.67,15.72,19.1,11.93,1.14,46.02,1.93,1.27,3.95,0.66,2.07,21.63,98.31,57.41,1.45,0.9,0.42,1.27,0.42,20.9,1.87
Brandon Williams,ENG,DF,0,1,0,0,2019-2020,Manchester Utd,18,11,1006,11.2,0.09,0.05,0.14,68.48,2.77,19.46,30.0,19.55,1.79,68.48,1.96,1.43,6.49,0.54,2.44,37.14,218.3,127.32,3.57,2.05,0.71,1.96,0.62,44.55,6.25
Neco Williams,WAL,DF,0,1,0,0,2019-2020,Liverpool,18,3,230,2.6,0.1,0.03,0.13,98.08,1.92,21.15,43.85,34.23,3.46,98.08,4.23,2.31,20.96,1.92,17.5,59.23,312.31,131.54,3.85,1.92,1.92,1.92,0.38,57.31,6.54
Willian,BRA,"FW,MF",0,0,1,1,2019-2020,Chelsea,30,29,2600,28.9,0.26,0.27,0.53,66.61,0.59,6.26,25.26,36.12,4.26,66.47,3.18,2.25,2.45,0.93,1.01,43.98,352.35,181.04,6.54,3.63,1.94,2.15,1.04,49.52,10.17
Joe Willock,ENG,"MF,FW",0,0,1,1,2019-2020,Arsenal,19,8,857,9.5,0.17,0.11,0.28,52.42,2.84,9.58,25.89,18.0,3.68,52.42,3.37,2.21,6.91,1.16,3.62,33.37,232.63,131.26,4.11,2.53,1.16,3.05,1.89,34.84,5.37
Jack Wilshere,ENG,MF,0,0,1,0,2019-2020,West Ham,27,2,215,2.4,0.0,0.0,0.0,43.75,0.42,4.58,27.5,12.08,0.83,43.75,1.67,0.42,10.42,1.25,31.25,30.83,180.83,81.25,2.5,0.42,0.42,3.33,3.75,32.08,2.92
Callum Wilson,ENG,FW,0,0,0,1,2019-2020,Bournemouth,27,32,2908,32.3,0.31,0.09,0.39,26.47,0.71,2.26,9.72,14.71,4.43,26.47,1.39,0.74,1.65,0.65,1.45,17.49,76.56,31.39,1.39,0.8,0.71,3.31,1.58,19.63,6.1
Harry Wilson,WAL,"MF,FW",0,0,1,1,2019-2020,Bournemouth,22,20,1646,18.3,0.22,0.13,0.35,45.9,0.87,6.01,20.71,19.84,2.73,45.9,1.8,0.93,2.81,0.87,2.65,29.45,153.93,59.34,1.58,0.93,0.33,1.91,1.15,29.29,4.86
Harry Winks,ENG,MF,0,0,1,0,2019-2020,Tottenham,23,26,2221,24.7,0.02,0.04,0.06,77.98,2.19,15.79,51.46,11.46,0.16,77.98,0.85,0.61,2.89,0.24,1.16,54.62,266.07,132.11,1.78,1.74,0.04,1.05,0.61,58.18,0.73
Chris Wood,NZL,FW,0,0,0,1,2019-2020,Burnley,27,29,2437,27.1,0.58,0.07,0.64,26.79,0.89,2.03,10.81,14.13,3.87,26.75,0.52,0.22,1.58,0.3,2.11,14.28,45.2,15.39,0.48,0.44,0.22,2.88,1.11,21.88,5.9
Granit Xhaka,SUI,MF,0,0,1,0,2019-2020,Arsenal,26,30,2586,28.7,0.02,0.03,0.05,76.41,4.36,21.25,45.02,10.63,0.66,76.41,1.11,0.87,2.72,0.24,0.76,44.77,222.65,115.54,1.32,0.98,0.07,0.98,0.42,55.44,1.15
Andriy Yarmolenko,UKR,"MF,FW",0,0,1,1,2019-2020,West Ham,29,10,991,11.0,0.22,0.32,0.54,47.55,0.82,6.82,17.82,23.18,4.45,47.55,1.45,0.91,5.68,0.55,3.41,32.91,187.82,87.55,3.64,1.27,2.18,2.09,1.0,37.45,5.82
DeAndre Yedlin,USA,DF,0,1,0,0,2019-2020,Newcastle Utd,26,10,938,10.4,0.07,0.03,0.1,39.23,3.75,13.37,15.96,10.0,0.48,39.23,0.58,0.1,1.61,0.48,8.01,19.81,83.85,46.44,1.15,1.44,0.29,1.35,0.48,21.25,3.85
Maya Yoshida,JPN,DF,0,1,0,0,2019-2020,Southampton,30,6,560,6.2,0.11,0.0,0.11,54.52,6.29,26.61,24.35,3.55,1.61,54.52,0.16,0.16,16.13,0.0,0.0,25.48,112.1,51.29,0.16,0.32,0.0,0.32,0.32,31.94,0.48
Ashley Young,ENG,DF,0,1,0,0,2019-2020,Manchester Utd,34,10,955,10.6,0.01,0.14,0.15,80.28,3.3,17.45,41.89,21.6,0.66,80.28,1.32,0.66,4.72,0.66,4.72,35.85,158.68,97.64,2.36,1.6,0.28,0.85,0.66,46.04,3.3
Pablo Zabaleta,ARG,DF,0,1,0,0,2019-2020,West Ham,34,6,592,6.6,0.0,0.05,0.05,62.12,5.91,18.48,31.21,12.73,0.91,62.12,0.45,0.3,10.11,0.15,5.05,27.88,116.52,59.85,1.52,0.91,0.15,0.61,0.15,30.3,6.21
Wilfried Zaha,CIV,"FW,MF",0,0,1,1,2019-2020,Crystal Palace,26,37,3280,36.4,0.14,0.11,0.25,48.05,0.22,4.73,19.26,25.47,5.44,48.05,7.34,4.48,1.68,2.86,1.07,36.98,289.51,155.99,5.77,3.19,2.8,3.57,4.07,38.63,9.73
Christoph Zimmermann,GER,DF,0,1,0,0,2019-2020,Norwich City,26,16,1430,15.9,0.02,0.01,0.03,53.46,10.31,33.58,19.25,0.94,0.5,53.46,0.44,0.31,4.49,0.13,1.8,29.06,184.34,114.78,0.5,0.13,0.0,0.38,0.25,30.13,0.0
Oleksandr Zinchenko,UKR,DF,0,1,0,0,2019-2020,Manchester City,22,13,1276,14.2,0.03,0.11,0.14,105.42,1.69,18.66,52.18,35.21,0.56,105.42,0.63,0.21,2.35,0.42,4.7,74.3,277.54,154.23,2.61,3.38,0.07,0.92,0.56,78.52,9.44
Richairo Živković,CUW,FW,0,0,0,1,2019-2020,Sheffield Utd,22,0,112,1.2,0.06,0.08,0.14,23.33,0.0,0.0,10.83,13.33,1.67,23.33,2.5,0.0,0.0,2.5,83.33,15.0,75.0,40.0,0.83,1.67,0.0,0.83,2.5,16.67,6.67
Kurt Zouma,FRA,DF,0,1,0,0,2019-2020,Chelsea,24,25,2344,26.0,0.04,0.01,0.05,90.81,9.35,43.69,45.54,2.04,0.96,90.81,0.46,0.31,2.57,0.15,1.28,60.15,294.88,161.04,0.62,0.46,0.0,0.46,0.19,65.85,0.08
Patrick van Aanholt,NED,DF,0,1,0,0,2018-2019,Crystal Palace,27,36,3195,35.5,0.07,0.12,0.2,64.79,3.46,18.76,29.46,17.21,1.77,64.79,1.18,0.62,1.48,0.56,1.34,29.61,152.54,89.69,2.51,1.94,0.45,0.99,0.42,37.61,2.99
Sergio Agüero,ARG,FW,0,0,0,1,2018-2019,Manchester City,30,31,2459,27.3,0.66,0.18,0.85,40.99,0.15,0.81,14.07,26.52,7.33,40.92,2.67,1.65,2.26,1.03,1.41,30.18,167.47,72.78,2.97,2.2,1.28,2.71,1.98,32.82,9.27
Nathan Aké,NED,DF,0,1,0,0,2018-2019,Bournemouth,23,38,3411,37.9,0.09,0.03,0.11,58.18,8.05,33.25,21.45,3.72,1.32,58.18,0.13,0.08,1.58,0.05,1.06,34.27,174.59,102.64,0.53,0.47,0.05,0.47,0.16,34.49,0.66
Marc Albrighton,ENG,"FW,MF",0,0,1,1,2018-2019,Leicester City,28,18,1625,18.1,0.07,0.16,0.23,55.52,2.15,11.22,22.98,22.21,1.49,55.52,3.04,1.1,2.01,1.93,3.51,34.97,180.11,77.9,2.98,1.66,0.17,1.93,1.27,36.24,9.5
Toby Alderweireld,BEL,DF,0,1,0,0,2018-2019,Tottenham,29,33,2922,32.5,0.03,0.02,0.05,82.77,8.31,38.28,41.85,3.29,0.55,82.77,0.06,0.03,1.54,0.03,1.54,56.86,266.4,149.63,0.77,0.77,0.0,0.18,0.0,59.14,0.15
Trent Alexander-Arnold,ENG,DF,0,1,0,0,2018-2019,Liverpool,19,27,2462,27.4,0.06,0.23,0.29,91.75,2.55,19.27,44.16,29.12,1.42,91.75,0.99,0.51,1.89,0.47,1.76,51.68,202.48,120.29,2.55,2.34,0.26,1.5,0.51,56.13,6.35
Alisson,BRA,GK,1,0,0,0,2018-2019,Liverpool,25,38,3420,38.0,0.0,0.0,0.0,35.45,29.42,35.21,0.26,0.0,0.0,35.45,0.05,0.05,2.63,0.0,0.0,22.05,96.84,64.89,0.03,0.03,0.0,0.0,0.03,17.76,0.0
Dele Alli,ENG,MF,0,0,1,0,2018-2019,Tottenham,22,22,1825,20.3,0.23,0.15,0.39,65.02,1.58,7.24,33.2,25.32,4.48,65.02,2.66,1.43,2.65,1.23,2.28,42.22,210.74,96.6,2.36,1.92,0.69,2.41,1.43,46.7,7.54
Miguel Almirón,PAR,MF,0,0,1,0,2018-2019,Newcastle Utd,24,9,759,8.4,0.18,0.07,0.25,45.24,0.83,6.67,18.69,20.83,2.98,45.24,1.67,0.83,5.95,0.83,5.95,25.6,204.05,123.45,3.69,1.9,0.71,2.62,0.71,28.57,5.36
Marcos Alonso,ESP,DF,0,1,0,0,2018-2019,Chelsea,27,31,2759,30.7,0.11,0.11,0.22,85.7,3.55,21.76,37.04,27.46,2.28,85.7,1.07,0.55,1.68,0.49,1.48,47.1,244.76,145.99,3.32,2.64,0.23,1.04,0.91,54.76,7.49
Daniel Amartey,GHA,DF,0,1,0,0,2018-2019,Leicester City,23,7,641,7.1,0.05,0.02,0.06,72.96,6.06,27.18,38.31,7.61,0.42,72.96,0.56,0.28,7.04,0.28,7.04,41.27,158.31,85.63,1.13,1.27,0.14,0.42,0.56,38.87,1.13
Luke Amos,ENG,MF,0,0,1,0,2018-2019,Tottenham,21,0,3,0.0,0.0,0.0,0.0,inf,,inf,inf,,,inf,,,,,,,,,,,,,,,
Felipe Anderson,BRA,"MF,FW",0,0,1,1,2018-2019,West Ham,25,36,3043,33.8,0.16,0.18,0.34,68.61,0.86,7.96,33.96,28.22,3.17,68.61,4.62,2.25,1.44,2.37,1.52,41.33,324.2,181.36,5.95,4.67,1.54,2.87,1.6,47.99,7.49
Florin Andone,ROU,FW,0,0,0,1,2018-2019,Brighton,25,8,881,9.8,0.25,0.01,0.26,35.2,1.53,5.1,14.59,16.43,4.69,35.2,3.78,0.92,2.48,2.86,7.72,21.43,121.02,37.55,1.33,1.12,1.12,4.9,3.37,24.18,6.33
Michail Antonio,JAM,"MF,FW",0,0,1,1,2018-2019,West Ham,28,22,2103,23.4,0.3,0.19,0.49,50.0,1.62,6.5,22.69,21.84,3.97,50.0,4.44,2.48,2.38,1.97,1.89,29.19,212.86,100.38,3.72,2.31,1.24,3.55,2.91,35.17,8.72
Stuart Armstrong,SCO,MF,0,0,1,0,2018-2019,Southampton,26,16,1432,15.9,0.12,0.09,0.22,52.64,0.88,5.79,23.84,23.33,2.45,52.64,1.89,1.19,3.98,0.69,2.31,28.68,168.43,69.87,2.52,2.26,0.44,2.52,1.57,36.1,5.66
Marko Arnautović,AUT,FW,0,0,0,1,2018-2019,West Ham,29,24,1990,22.1,0.4,0.2,0.6,38.37,0.27,2.04,15.07,21.67,5.7,38.33,1.63,0.9,2.52,0.72,2.01,22.53,118.14,41.9,1.72,1.13,1.09,2.13,1.45,30.81,8.82
Kepa Arrizabalaga,ESP,GK,1,0,0,0,2018-2019,Chelsea,23,36,3240,36.0,0.0,0.0,0.0,33.53,29.42,33.28,0.25,0.0,0.0,33.53,0.03,0.03,2.78,0.0,0.0,18.39,84.28,49.64,0.0,0.0,0.0,0.03,0.03,17.28,0.0
Harry Arter,IRL,MF,0,0,1,0,2018-2019,Cardiff City,28,24,1997,22.2,0.04,0.02,0.06,39.91,1.49,7.43,22.52,10.41,0.68,39.91,0.32,0.14,1.93,0.18,2.57,13.24,71.58,36.62,0.59,0.77,0.05,0.9,0.14,18.56,1.04
Christian Atsu,GHA,MF,0,0,1,0,2018-2019,Newcastle Utd,26,15,1493,16.6,0.13,0.09,0.22,38.31,0.96,6.02,16.69,16.63,2.23,38.31,3.13,1.51,2.9,1.63,3.13,22.89,159.4,81.63,2.89,2.41,0.84,2.89,1.81,25.66,4.34
Pierre-Emerick Aubameyang,GAB,FW,0,0,0,1,2018-2019,Arsenal,29,30,2726,30.3,0.74,0.14,0.88,34.59,0.56,2.74,13.76,18.48,4.69,34.42,1.82,0.96,1.74,0.86,1.56,20.1,129.37,68.58,2.71,1.49,0.99,2.01,1.09,26.93,7.52
Serge Aurier,CIV,DF,0,1,0,0,2018-2019,Tottenham,25,6,564,6.3,0.02,0.16,0.18,68.57,3.49,19.37,27.94,21.75,1.43,68.57,2.22,1.27,9.06,0.95,6.81,32.22,126.03,68.89,1.75,1.75,0.0,1.9,1.11,36.67,4.6
Charlie Austin,ENG,FW,0,0,0,1,2018-2019,Southampton,29,11,983,10.9,0.33,0.08,0.41,30.37,1.56,3.49,13.76,13.21,4.31,30.28,0.55,0.09,1.53,0.46,7.64,13.49,58.99,15.32,0.55,0.09,0.18,2.75,1.65,21.01,4.04
Jordan Ayew,GHA,FW,0,0,0,1,2018-2019,Crystal Palace,26,14,1181,13.1,0.22,0.09,0.31,37.02,0.53,3.82,17.63,16.49,4.27,37.02,1.98,0.84,3.23,1.15,4.4,20.84,132.37,50.92,2.37,0.69,0.69,3.59,2.44,24.81,6.87
Floyd Ayité,TOG,"FW,MF",0,0,1,1,2018-2019,Fulham,29,3,476,5.3,0.07,0.1,0.17,51.32,1.13,7.17,26.42,18.49,2.64,51.32,3.21,1.89,11.09,1.32,7.77,30.19,211.7,92.26,2.64,1.89,0.75,3.77,2.45,36.04,8.3
César Azpilicueta,ESP,DF,0,1,0,0,2018-2019,Chelsea,28,38,3402,37.8,0.03,0.06,0.1,88.68,3.2,26.27,39.5,23.1,1.27,88.68,0.58,0.26,1.2,0.32,1.44,42.46,150.32,81.51,1.22,1.69,0.24,0.87,0.24,57.35,5.42
Ryan Babel,NED,"FW,MF",0,0,1,1,2018-2019,Fulham,31,15,1251,13.9,0.41,0.16,0.57,46.69,1.37,4.75,24.1,18.35,2.16,46.69,2.45,1.94,5.71,0.5,1.48,28.13,201.58,87.63,3.02,2.52,0.5,2.66,2.01,36.55,7.84
Juninho Bacuna,CUW,"MF,DF",0,1,1,0,2018-2019,Huddersfield,20,16,1412,15.7,0.04,0.09,0.14,63.06,1.08,11.53,39.04,13.63,0.64,63.06,3.18,1.66,3.31,1.53,3.06,34.33,165.73,77.39,1.53,1.53,0.19,2.48,1.08,38.54,1.91
Leandro Bacuna,CUW,MF,0,0,1,0,2018-2019,Cardiff City,26,4,561,6.2,0.02,0.01,0.03,38.23,2.42,11.61,20.65,7.26,0.32,38.23,1.13,0.81,11.52,0.32,4.61,11.61,110.81,67.9,1.77,1.13,0.16,1.77,0.81,11.45,0.81
Eric Bailly,CIV,DF,0,1,0,0,2018-2019,Manchester Utd,24,8,638,7.1,0.03,0.0,0.03,54.93,7.89,30.28,23.52,1.55,0.99,54.93,0.7,0.56,11.27,0.14,2.82,26.9,122.25,47.61,0.42,0.14,0.0,0.7,0.14,32.82,0.28
Leighton Baines,ENG,DF,0,1,0,0,2018-2019,Everton,33,5,375,4.2,0.02,0.05,0.07,69.29,2.62,12.38,39.29,17.86,0.0,69.29,0.24,0.0,0.0,0.24,23.81,30.24,113.33,71.67,1.43,1.43,0.0,0.24,0.24,36.9,3.1
Fabián Balbuena,PAR,DF,0,1,0,0,2018-2019,West Ham,26,23,2013,22.4,0.1,0.01,0.1,51.65,8.84,28.17,21.83,1.74,1.25,51.65,0.04,0.04,4.46,0.0,0.0,21.65,104.69,62.1,0.04,0.18,0.0,0.18,0.09,26.29,0.18
Leon Balogun,NGA,DF,0,1,0,0,2018-2019,Brighton,30,5,594,6.6,0.01,0.0,0.01,45.45,5.3,27.73,17.12,0.91,0.91,45.45,0.15,0.0,0.0,0.15,15.15,17.73,73.18,21.36,0.15,0.0,0.0,1.36,0.3,22.42,0.15
Sol Bamba,CIV,DF,0,1,0,0,2018-2019,Cardiff City,33,28,2474,27.5,0.14,0.01,0.15,36.95,7.09,20.62,15.2,1.78,1.02,36.95,0.73,0.51,2.55,0.22,1.09,10.51,56.91,25.53,0.22,0.18,0.0,0.73,0.4,8.91,0.07
